#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
CA140404_filtered_contigs.fasta	NODE_10_length_81285_cov_84.844242	42103	43221	-	jlpA	1-1119/1119	===============	0/0	100.00	97.86	vfdb	NP_282133	(jlpA) lipoprotein [JlpA (VF0329)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140404_filtered_contigs.fasta	NODE_15_length_3579_cov_103.025203	400	2286	-	pseE/maf5	1-1887/1887	===============	0/0	100.00	96.87	vfdb	NP_282483	(pseE/maf5) motility accessory factor PseE [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140404_filtered_contigs.fasta	NODE_1_length_332588_cov_91.785139	1996	3957	-	pseD/maf2	1-1962/1962	===============	0/0	100.00	89.81	vfdb	NP_282479	(pseD/maf2) motility accessory factor PseD [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140404_filtered_contigs.fasta	NODE_1_length_332588_cov_91.785139	3945	4715	-	ptmA	1-771/771	===============	0/0	100.00	97.67	vfdb	NP_282478	(ptmA) flagellin modification protein A [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140404_filtered_contigs.fasta	NODE_1_length_332588_cov_91.785139	4715	5422	-	ptmB	1-708/708	===============	0/0	100.00	98.87	vfdb	NP_282477	(ptmB) acylneuraminate cytidylyltransferase [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140404_filtered_contigs.fasta	NODE_1_length_332588_cov_91.785139	12675	13699	-	pseI	1-1025/1032	===============	0/0	99.32	96.29	vfdb	NP_282463	(pseI) N-acetylneuraminic acid synthetase [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140404_filtered_contigs.fasta	NODE_1_length_332588_cov_91.785139	13957	15093	+	pseA	1-1137/1137	===============	0/0	100.00	99.47	vfdb	NP_282462	(pseA) pseudaminic acid biosynthesis PseA protein [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140404_filtered_contigs.fasta	NODE_1_length_332588_cov_91.785139	16407	16880	-	pseH	1-474/474	===============	0/0	100.00	94.09	vfdb	NP_282459	(pseH) N-acetyltransferase [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140404_filtered_contigs.fasta	NODE_1_length_332588_cov_91.785139	16877	17701	-	pseG	1-825/825	===============	0/0	100.00	100.00	vfdb	NP_282458	(pseG) UDP-24-diacetamido-246-trideoxy-beta-L-altropyranose hydrolase [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140404_filtered_contigs.fasta	NODE_1_length_332588_cov_91.785139	17685	18383	-	pseF	1-699/699	===============	0/0	100.00	98.28	vfdb	NP_282457	(pseF) acylneuraminate cytidylyltransferase [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140404_filtered_contigs.fasta	NODE_1_length_332588_cov_91.785139	34157	35287	-	pseC	1-1131/1131	===============	0/0	100.00	95.40	vfdb	NP_282440	(pseC) C4 aminotransferase [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140404_filtered_contigs.fasta	NODE_1_length_332588_cov_91.785139	35289	36293	-	pseB	1-1005/1005	===============	0/0	100.00	97.11	vfdb	NP_282439	(pseB) UDP-GlcNAc-specific C46 dehydratase/C5 epimerase [Pse5Ac7Ac Pse5Ac7Am Pse8OAc Pse5Am7AcGlnAc (AI151)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140404_filtered_contigs.fasta	NODE_1_length_332588_cov_91.785139	70747	72027	-	porA	1-1275/1275	========/======	2/6	100.00	97.03	vfdb	NP_282406	(porA) major outer membrane protein [MOMP (VF0328)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140404_filtered_contigs.fasta	NODE_1_length_332588_cov_91.785139	90186	90506	-	ciaC	1-321/321	===============	0/0	100.00	99.69	vfdb	YP_002344633	(ciaC) Campylobacter invasion antigen C [CiaC (VF0415)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140404_filtered_contigs.fasta	NODE_1_length_332588_cov_91.785139	153850	154617	+	fliR	1-768/768	===============	0/0	100.00	98.96	vfdb	NP_282326	(fliR) flagellar biosynthetic protein FliR [Flagella (VF0114)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140404_filtered_contigs.fasta	NODE_1_length_332588_cov_91.785139	175638	176199	+	gmhB	1-561/561	========/======	1/1	100.00	95.55	vfdb	NP_282299	(gmhB) DD-heptose 17-bisphosphate phosphatase [LOS (CVF396)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140404_filtered_contigs.fasta	NODE_1_length_332588_cov_91.785139	176200	177153	+	hldD	1-954/954	===============	0/0	100.00	97.48	vfdb	NP_282298	(hldD) ADP-glyceromanno-heptose 6-epimerase [LOS (VF0326)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140404_filtered_contigs.fasta	NODE_1_length_332588_cov_91.785139	177146	178531	+	hldE	1-1386/1386	===============	0/0	100.00	93.29	vfdb	NP_282297	(hldE) bifunctional D-beta-D-heptose 7-phosphate kinase/D-beta-D-heptose 1-phosphate adenylyltransferase [LOS (VF0326)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140404_filtered_contigs.fasta	NODE_1_length_332588_cov_91.785139	178528	179088	+	gmhA	1-561/561	===============	0/0	100.00	95.54	vfdb	NP_282296	(gmhA) phosphoheptose isomerase [LOS (VF0326)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140404_filtered_contigs.fasta	NODE_1_length_332588_cov_91.785139	179069	180028	-	waaF	1-960/960	===============	0/0	100.00	95.31	vfdb	NP_282295	(waaF) heptosyltransferase II [LOS (VF0326)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140404_filtered_contigs.fasta	NODE_1_length_332588_cov_91.785139	180087	180872	+	waaV	1-786/825	===============	0/0	95.27	91.22	vfdb	NP_282294	(waaV) glucosyltransferase [LOS (VF0326)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
CA140404_filtered_contigs.fasta	NODE_1_length_332588_cov_91.785139	192875	193742	-	htrB	1-867/888	========/======	1/1	97.64	98.27	vfdb	NP_282282	(htrB) lipid A biosynthesis lauroyl acyltransferase [LOS (VF0326)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	
